Label,First release,Last release,Releases
Fatass-Kick-Records,1989,1990,12
Father G,1989,1994,11
Fathouse Wreckords,1994,1994,15
Fatima Recordz,1980,1981,11
Fatman,1980,1982,25
Faul Collective,2001,2004,13
Faux Pas,1982,1982,16
Favored Nations Entertainment (2),2003,2003,16
Favorite Joints,2004,2005,21
Fear Of Children,1993,1997,12
Feather Pen Records,1989,1992,11
Fecal Forces Productions,1992,1998,20
Federation Records,1997,1998,21
Federation Records (2),1995,1998,18
FeeLee,2000,2002,14
Feed Me Records,2003,2004,21
Feedback Boogie Records,1997,1999,22
Feedback Records (2),1997,1998,21
Feeling Music,1986,1992,15
Feeling Recordings,2001,2003,15
Feier Mettel Records,1997,1999,13
Feierwerk Räkords,1986,1996,17
Felix Label,1986,1990,13
Felix Records,1995,1996,15
Feliz Año Nuevo Discos,1994,1995,22
Felmain Records,1987,1988,16
Felonious Records,1998,2005,11
Felony Records (3),1996,1998,11
Femme Music,1986,1991,15
Fen City,1980,1980,23
Fenix (6),1981,1981,13
Fenn Music,1995,1995,11
Fennica Records,1986,1992,17
Fenomeno Inc.,2003,2003,24
Fermata (3),1993,1994,11
Fermata (4),1985,1995,12
Ferment,2004,2004,18
Ferroway Records,1983,1988,12
Fest Produktion,1981,1984,14
Festival International De Jazz De Montreal,1982,2004,15
Festival MIK,1993,1996,14
Fetal Records,1981,1981,16
Fetish,1997,1998,18
Feuer und Eis,1987,1995,14
Fevah House Records,2000,2000,25
Fever Pitch Music,1994,1996,25
Fever-Records,1987,1992,17
Few'll Ignite Sound,1996,1997,11
Fiasco Records,1996,1997,15
Fiasko Zone,1995,1999,18
Fibre Optic,1993,1994,22
Fickle Records,2000,2003,13
Fiction Design Company 416,1998,1999,15
Fictitious Records,1995,2005,16
Fidelio Prestant,1989,1990,12
Fidget,2002,2003,18
Fidget Hard,2003,2003,11
Fidélité,2003,2004,15
Fiebre,1995,1999,11
Fiend Club,1988,1988,24
Fiend Entertainment,2000,2000,18
Fierce Technik Records,1999,2000,13
Fiesta (2),1981,1981,22
Fiesta (3),1998,2001,12
Fifth Dimension Records,1990,1992,11
Fifth Freedom,1995,1995,11
Fifth Mile,1997,2005,11
Fight 45 Records,1993,1996,14
Fight Back Records,1984,1986,11
Fight Fire With Fire Records,2002,2003,11
Fight Records (2),1992,1993,12
Fighting Records,2004,2004,18
Figment,1998,2000,20
Figure Four,1995,1998,12
Fila Records,1986,1999,20
Filament Recordings,2005,2005,22
Fille Unique Records,2000,2001,11
Films For The Humanities & Sciences,1991,1991,24
Filou,2000,2002,15
Fils Du Metal Records,2003,2005,20
Filterless Records,1994,1995,19
Filtro,2003,2004,21
FinGerPrinT (4),1995,1996,20
Final Beat Down,2000,2001,11
Final Cutt Records,2003,2004,15
Final Image,1984,1985,15
Final Junky,2003,2004,23
Final Mix Records,1990,1991,20
Final Notice Records,1987,1992,11
Final Records (3),2001,2001,12
Final Vinyl Records,1996,1997,14
Finderpop Label,2001,2004,18
Fine Art,1997,1998,18
Fine Arts,2003,2003,25
Fine Classics,1999,1999,16
Fine Tune Records,1991,1993,17
Finer Arts Records,1996,1996,16
Finetouch,2001,2005,16
Finetune Recordings,1998,1998,19
Fingerpaint Records,1993,1994,14
Fingerprint Records (2),2001,2004,15
Fingers Burnt,2002,2002,13
Fink & Star,1987,1987,13
Finlayson,1988,1990,22
Fiona Records,1980,1983,17
Fire & Ice Records,1994,1995,16
Fire 999,2000,2000,12
Fire House,1982,1982,18
Fire Links Muzik,2004,2004,13
Fire Museum Records,2003,2005,19
Fireball Records,1991,2001,11
Firebird (3),1981,1989,16
Firecracker,1998,1999,17
Fireglow Records,2004,2004,11
Firenze Records,1987,2000,17
Firestarter,2001,2002,24
Firestarter Music,2002,2003,17
Firetrunk Records,1996,2001,15
Firm Handed Records,1994,1995,14
Firm Music,1996,1996,21
Firmeza Music,1997,2003,11
First Aid Network,2002,2004,12
First Class (3),1990,1990,24
First Class Records,1998,1998,11
First Contact Recordings,1996,1998,12
First Cut,2000,2001,12
First Dynasty,1986,1986,11
First Kut Music,1995,2002,13
"First Music Co.,Ltd.",1997,1997,12
"First Presbyterian Church, Jackson, MS",1983,1990,16
First Quake Entertainment,1992,1993,23
First Records,1999,2000,11
First Strike,1997,1998,24
First String Entertainment,1998,1998,19
First Take Records,1983,1983,14
First World Music,1999,1999,22
FirstCom Music Library,2000,2002,14
Fish Of Death Records,1994,1998,20
Fish Tail Records,1990,1991,20
Fisheye,1994,1999,12
Fishhead Records,1996,1997,12
Fishtank,1994,1995,22
Fist City Records,1998,1998,14
Fist Records,1987,1988,11
Fistfight Records,1996,1998,15
Fistfucker Records,2004,2004,11
Fisureco,1981,1985,18
Fitamin Un,1995,2000,15
Fittipaldi Records,2002,2002,23
Five Corners Music,1993,1994,11
Five D,2000,2001,18
Five Foot Two Records,2002,2004,15
Five International,1991,1991,19
Five Record Indipendent,1991,1991,11
Five Records,1990,2005,17
Five Star Records,2001,2003,11
Five-O Recordings,1995,1997,13
FiveSix Recordings,2002,2005,14
Fivecore Records,2004,2005,11
Fivestar Records,1989,1995,21
Fix (2),1999,2000,22
Fjording,1994,1995,22
Flabba Music,2001,2002,24
Flag Records (3),1982,1987,11
Flagge,1998,1999,12
Flair,1986,1994,25
Flak Records,1994,2004,18
Flame Tree,1989,1995,25
Flameboy Records,2003,2004,12
Flamenco & Duende,1998,1998,24
Flamenco En El Foro,1999,2005,15
Flamencos Accidentales,1987,1987,11
Flaming Biscuit Records,1995,1997,20
Flamingo Impex,1994,1996,11
Flamingo Records (11),1985,1985,13
Flamingo Records (13),1991,1991,12
Flaps Music Factory,1991,1992,12
Flash,1981,1989,13
Flash & Fly Musikproduktion,1996,2000,23
Flash Light,1996,1996,20
Flash Records (3),1998,1998,11
Flasher,2002,2003,12
Flashpoint International,1993,1993,12
Flask,1993,1995,12
Flat & Sharp,1985,1987,17
Flat Canyon Records,1993,1993,12
Flat Five Press & Recording,1992,2000,12
Flatline Records,1998,1998,20
Flatline Records (4),1991,1993,21
Flava Records (2),1997,1999,20
Flavour Records,1996,1997,11
Flavour Vinyl,1996,1996,19
Flaw Recordings,1994,1994,21
Fleak Casket,2001,2001,16
Fleche Productions,1998,1999,13
Fleetwood Records,1984,1986,18
Flenix,1998,2004,11
Flesh Eating Ants Records,2002,2003,14
Flesh Records,2000,2002,15
Fleshfeast Productions,1999,2000,11
Fleurs De Lys,1994,1997,12
Flex 'N Flow Music,1996,2001,12
Flex Club,1997,2001,18
Flexi Records Ltd,1981,1983,11
Flexible VM Records,1995,1997,12
Flexidisc (2),2005,2005,23
Flexovit,1994,1995,11
Flick,1986,1988,18
Flicker Records (3),1981,1982,11
Flicknife,1988,1989,11
Flip It Records,1996,1997,14
Flip Ya Wig Records,1997,1998,17
Flipmode Iz Da Squad !!,1997,1997,14
Flipside Records (4),2000,2004,21
Flipside Video,1984,1984,23
Flittchen Records,1998,1999,14
Flitwick Records,1997,1998,11
Fljúgandi Diskar,2001,2002,11
Flo,1997,1997,17
Floatum Scrotum,1984,1985,11
Floc,1989,1989,23
Floh Dur,1984,1997,20
Floorbangers,1995,1996,11
Floppy Cow Records,2000,2003,12
Florical Music,1997,1998,11
Florida Records,2002,2004,14
Florilège-Music-Production,1988,1990,12
Flower Grooves,1995,1997,14
Floyd Records (3),2001,2003,14
Fluff Records,1998,1999,17
Fluffy Bunny Records,1989,1997,21
Fluid Recordings (2),1996,2005,15
Fluid Sessions,2004,2004,16
Fluo Records,1991,1993,12
Fluorescent Friends,2003,2004,17
Flush! Records,1982,1983,16
Flute International,1996,1996,11
Flute Ltd.,1997,2004,12
Flux Records (4),1989,1989,12
Flux Records (6),1993,1996,12
Fluxus,1990,1990,23
Fly,1992,1994,22
Fly Music,1982,1983,24
Fly Music (3),1991,1997,13
Fly Spy Records,1985,1986,20
Flyer Records,1987,1990,11
Flying Angels Music,2002,2002,23
Flying Disc Records,1996,1996,12
Flying Duck Music,1994,1996,11
Flying Heart Records,1982,2004,22
Flying Lecords,1987,1987,14
Flying Note,1986,1987,17
Flying Publishers Inc.,2001,2003,15
Flying Rhino Freestyle,1999,2001,20
Flynn & Flynn,1990,1995,16
Flyte Records,1992,1993,11
Fnac,1982,2003,11
Fnac Music Production,1991,1993,19
FoFo,1999,1999,12
Foamin' Bone Productions,1994,1994,15
Focus (4),1983,1994,13
Focus (5),1980,1981,14
Focus Music (3),2002,2005,15
Focus Recordings,1999,2001,17
Fog City Records,1991,2001,23
Fog Records (2),1986,1986,15
Foghorn Records,1998,1999,25
Fokus Recordings,1990,1991,21
Folegandros,1983,1987,18
Folk (4),1996,1997,12
Folk Era,1987,1994,12
Folk Records,1988,1990,12
Folkemusikhusringen,1985,1986,20
Folkemusikksenteret I Buskerud,1991,1997,25
Folkeskolens Musiklærerforening,1983,1995,13
Folkorama,1982,1982,12
Follow Records,2003,2003,18
Follow That Dream,1990,1995,12
Fonda (3),1993,1996,15
Fondation France Telecom,1989,2004,23
Fondazione Russolo-Pratella,1993,2003,12
Fonit Cetra Digital,1988,1989,11
Fono (3),2000,2001,13
Fono Enterprise S.r.l.,1998,2002,14
Fono Forlag,2000,2001,23
Fono Forlag AS,2002,2002,12
Fono Video,1984,1985,19
Fonodiaz,1989,1989,11
Fonofolk,1998,1998,20
Fonolibros de Colombia S.A.,2001,2003,14
Fonotecnica Dischi,1999,2001,11
Fonovisa Music Corporation,1991,1999,22
Fonovisa Tejano,1995,1995,13
Fonovisa Tropical,1994,1995,23
Foobar Music,2002,2002,14
Food (2),1994,1999,18
Food For Thought,1984,1988,19
Food For Woofers,1992,1999,14
Fool's Mate,1991,1998,14
Fool's Paradise,1987,1990,13
Foolish Music,1986,1988,14
Footlong Development,2003,2005,11
Footprint Records (5),2001,2001,12
Footsteps Records,2001,2002,20
For D.j. Use Only,1997,1998,13
For Documentation Only,2002,2004,20
For You,1989,1992,14
Forbidden,2003,2005,11
Forbidden Fruit (2),1994,1995,12
Forbidden Records,1982,1998,11
Force & Form,1984,1985,23
Force Fed Records,1995,1995,19
Force Groove Records,1986,1987,20
Force Lab,2000,2001,16
Force Of Hate,1985,2005,12
Force Records (2),1999,2001,20
Force Ten Records,1993,1993,14
Forceful Records,1991,1991,17
Foreign Leisure,2002,2002,22
Foreign Media Group Belgium,2005,2005,12
Foreign Policy (2),1998,1998,11
Foreign Remix,2003,2003,14
Foreigner Records,1987,1990,18
Forensick Music,2001,2002,22
Foreplay Recordings,2000,2002,11
Foresight Records (4),1994,1995,13
Forever Classic,1997,1999,14
Forever Music (3),1996,2000,18
Forever Music (6),1996,1999,13
Forever Young,1989,1990,15
Forge Records,1991,2002,18
Forged Recordings,2001,2002,22
Form Recording,2000,2003,13
Format Recordings,1998,2003,13
Formation,1983,1983,14
Formation City Series,1998,2000,12
Formation Colours Series,1995,1995,21
Formation Countries Series,1997,1998,21
Formation Months Series,2003,2003,24
Formic Distribution,1996,2001,13
Formic Records,1994,1995,14
Formula Classics,1990,1990,16
Formula Records,1981,1981,24
Fort Apache,1995,1995,20
Fort Baxter,1991,2005,25
Fort Hazel,1996,1998,19
Fort Knox Records,1995,2004,12
Forte Record Company,1994,1995,12
Fortissimo Records (2),1999,1999,19
Fortress Entertainment,1994,1998,21
Fortress Recordings,1998,2000,15
Fortune & Glory,1999,2002,21
Fortune Records (4),2001,2004,11
Fortune-5 Records,1992,1995,15
Forward Records,1997,1997,22
Forza Production House,2000,2001,24
Fosfor Creation,2001,2003,18
Fossbrenna Creations,2004,2004,16
Fossil Records (3),1984,1994,12
Foundation For Shamanic Studies,1986,1990,15
Foundation Music,2001,2002,17
Foundation Records (4),1990,1990,16
Foundation Records (5),1992,1996,15
Foundation Sound Works,1996,1996,14
Foundations,1992,1993,15
Foundations Forum,1989,1992,17
Foundry Recordings,1998,2000,12
Fount Records,1999,2000,11
Fountain Records (9),1984,1989,12
Four D Recordings,1998,1998,21
Four Letter Words,1990,1991,21
Four Play Music,2000,2005,15
Four Seasons Music (2),1985,1996,15
Four Ways To Rock,1996,1996,13
Four Winds (3),1981,1987,11
Four01 Recordings,2001,2003,21
Fourbeat Records,1995,1996,23
Fourfivesix Entertainment,2004,2004,23
Fourthcity,2004,2004,15
Foutadawa,2000,2000,20
Fox 2000,1998,1998,25
Fox Interactive,1996,1999,16
Fox Records (5),1990,1991,13
Fox Records (7),1996,1997,18
Fox Video,1991,1994,13
Foxhaven Records,1996,1997,15
Foxi Records,1987,1989,18
Foxrecords,1995,1995,15
Foxtanz,1997,1997,23
Foxyun Records,1998,2002,20
Fracas,2000,2002,19
Fractured Transmitter Recording Company,2004,2004,15
Fragil Discos,1999,2002,16
Fragil Records (2),1983,1996,20
Fragment (7),1984,1994,25
Frajile Records,1999,2000,22
Frame (3),1994,1996,21
Fran Discos,2001,2005,14
France,1987,1987,14
France 2 Music,1995,1996,22
France Culture,1991,1991,20
France Télévision Distribution,1992,1993,20
Franchise Records,1997,1998,21
Franchise Records (2),1996,1996,13
Franchising Records,2002,2003,13
Franck R. Records,1980,1992,16
Francky Vincent Production,1991,1999,11
Franco Fun,1999,1999,11
Francorchamps Records,2002,2003,11
Frank Records,1993,1998,24
Frankfurter Museums-Gesellschaft e.V.,1984,1985,12
Frantic,1999,2002,21
Franton Records,1983,1984,18
Fraza Records,1992,1998,16
Freak Beat Records,1983,1984,20
Freak Mode,1996,2000,12
Freak Out!,1995,1999,25
Freak Scene Records,1990,1998,14
Freakin' Music,1998,1998,13
Freakshow Tapes,1987,1988,13
Freakstone,1997,2003,11
Freaky,1995,1995,12
Freakzone,1992,1992,14
Free (5),1989,1991,18
Free Agent Records,2005,2005,14
Free Bass,1996,1998,20
Free Dimension Records,1999,2000,12
Free Electric Sound,2001,2002,18
Free Porcupine Society,2003,2004,24
Free Radical Sound Recordings,2001,2001,11
Free Rain Records,1986,1994,17
Free Recordings,1999,2003,11
Free Records (2),1995,1996,15
Free Records (3),1995,1995,23
Free Records (4),1997,1999,21
Free Records (7),1991,1991,18
Free Records (8),1984,1997,22
Free Spirit (2),1992,1997,11
Free Spirit Records (11),1991,1993,11
Free Style Records,1997,1997,24
Free Time Records,1994,1997,20
Free Willy Productions,2001,2001,16
Free Zone,1992,1992,17
Free-As-A-Boot,2001,2003,21
Free-Will (Europe),2005,2005,14
FreeFalls Entertainment,1999,1999,19
Freebass Recordings,1995,1998,21
Freecore Records,1999,2001,20
Freedom High Records,1991,1992,14
Freedom Records,1996,1996,14
Freedom Records (11),1982,1988,14
Freedom Records (5),1993,1993,11
Freedom Records Inc.,1981,1987,16
Freedom Sound Recordings,1996,1996,11
Freedom Trail,2003,2004,15
Freedoom Records,1996,1997,11
Freedream,2003,2004,16
Freeflow Records,1996,1997,13
Freeground Records,2003,2003,15
Freeland,1992,1993,18
Freeland Recording Company,1992,1993,18
Freeride,1999,1999,15
Freestyle Records (9),1982,1992,21
Freeway (3),1993,1995,12
Freewheel Records (2),1996,1997,11
Freiheit,1995,2001,20
Freiland (2),2005,2005,15
Freistil,1989,1994,11
Freizeit Revue,1984,1988,12
Frek Sho,1996,2004,12
Fremdheit,1996,1996,24
French Touche,2003,2003,11
Frenzy-Music,1993,2000,13
Frequent Frenzy,1987,1990,22
Fresh (5),1992,1993,21
Fresh Fish Records,1999,2000,25
Fresh Flavour,1997,1998,21
Fresh Flavour (2),1999,1999,21
Fresh Fruit Records (3),1984,1989,21
Fresh Grind Recordings,2003,2003,20
Fresh Music (3),1999,1999,19
Fresh Production (2),1998,2004,23
Fresh Rain,1980,1985,24
Fresh Sound World Jazz,1998,1999,24
Freshblood Records,1989,1990,14
Fresher Records,1988,1988,14
Freshly Squeezed,1994,1995,23
Fret Records,1992,2000,17
Freudenhouse,1995,1996,16
Freundschaft Musik,2002,2004,17
Friday Night Posse Shield,2001,2001,20
Fridge Records,1998,1999,12
Fried Records,2000,2003,12
Friendly Biceps,2004,2005,16
Friendly Cow Records,1994,1996,18
Friends Electric Records,2005,2005,25
Friends Forever Records,2002,2003,12
Frigorifero Prod.,1993,1995,23
Frills Records,1982,1982,12
Fringes Recordings,1998,2005,23
Frisbeat Records,1997,1997,16
Friss,1999,2002,13
Friton,1986,1988,22
Frituna Produktion AB,1982,1985,11
Frog Man Jake,2000,2001,13
Frog Peak Music,1982,1986,19
Frog Records,1984,1996,22
Frogxy Music,1981,1983,12
From Italy,1995,2001,12
Front Mission Records,1997,2003,16
Front Music Production,1987,1989,19
Front River Records,2002,2003,14
Front Row,1992,1993,21
Front Row Center,1996,1997,23
Front Row Entertainment Inc.,1995,2000,11
Frontera Recordings,2000,2002,13
Frontline Music Group,1990,1991,19
Frontline Records (8),1990,1992,18
Frozen North Recordings,2005,2005,25
Frozen Sound Studio,1980,1994,15
Fruit Records (2),1990,1999,24
Fruitgum Company,1989,1991,25
Fruitmeat Records,2002,2003,14
Fuck! Records,1994,1995,14
Fuckin' People Records,1996,1998,22
Fuego (4),1997,1998,13
Fuego Records,2001,2002,18
Fuel 2000 (2),1998,1999,17
Fuga Records (4),1989,1990,13
Fugazi Records,1998,2003,16
Fuju,2000,2003,20
Fukem,1996,1996,12
Full Blast! Records,1999,2000,13
Full Circle,1994,1994,13
Full Circle (2),1986,1990,18
Full Circle Entertainment,2002,2003,14
Full Clip Records,2002,2002,18
Full Colour Records,1994,1994,13
Full Effect,2002,2003,17
Full Effect Recordings,1991,1992,25
Full Force Records,1997,2005,13
Full Intent,2003,2003,12
Full Moon Music,1987,1988,18
Full Moon Producing Agency,2002,2002,11
Full Moon Records (16),1997,2001,16
Full Moon Records (3),1995,2000,14
Full On Entertainment,2000,2003,16
Full One Records,1999,2004,13
Full Scale Entertainment,2000,2002,15
Fullface,1999,1999,20
Fullhouse Records,2002,2004,17
Fulton Entertainment,1997,1997,13
Fume (3),2003,2003,17
Fun House Inc.,1985,1988,18
Fun House Records,1992,1999,13
Fun Time,1992,1993,24
Fun-Keen-You,1991,1992,16
Funafuti Tapes,1983,1983,15
Funalfa Edições,1990,2000,12
Funcard!,1981,1982,12
Functional Organisation,1993,1995,22
Fundación Bigott,1981,2004,12
Fundacja Hals,1996,2004,17
Fundacja Pro Musica Camerata,1997,2004,18
Fundamental Breakz Collective,2002,2002,13
Fundamental Records (3),1997,1997,25
Fundação Atlântica,1983,1983,20
Funeral Folk,2004,2005,25
Funk 21,1997,1997,12
Funk La Planet,1997,2004,23
Funk Shit Up Records,2002,2002,17
Funk The Dunk Records,1996,1996,16
Funkeé,1994,1995,15
Funknose,1998,1998,18
Funktion Records,2003,2004,11
Funky Fresh Records (3),1987,1991,12
Funky Inc.,1996,1997,23
Funky Junky Records,1992,1992,13
Funky Kids Recordz,2002,2003,25
Funky Mix Records,1989,1992,14
Funky Peace Productions 2000 Ltd,1991,1996,18
Funky People,1995,1996,19
Funky Record,1980,1987,11
Funky Soul,1998,1998,12
Funky Tone,1998,1999,24
Funkytonk Records,2000,2001,13
Funkytown Music (2),2004,2005,12
Funny (3),1989,1990,17
Funny Times Gap,1996,1997,17
Funny Vinyl,1993,1996,20
Funque Droppings,1997,1997,17
Funtone USA,1985,1985,17
Furax,1990,1993,13
Furia Musica,2000,2003,12
Furious Fish Records,1989,1989,17
Furious Records,1992,1992,18
Furious Records (10),2000,2002,18
Furnace,1993,1996,23
Furry Records,1986,2002,17
Furthur,1987,1988,22
Fuse Music Group,2004,2005,23
Fuse Records,1990,2005,14
Fuse Records (4),1993,1997,18
Fused Up Records,1996,1996,24
Fuseic Music,2003,2003,11
Fusetrax,2003,2004,11
Fusion (3),1980,1981,22
Fusion Records,1980,1981,13
Fusion Records (18),1986,1994,13
Fussion Groove,1996,1999,23
Futago Traxx,2003,2004,17
Futura Records (6),2000,2004,19
Future,1985,1988,22
Future Breakz Recordings,2003,2003,11
Future Dance,1986,1987,17
Future Dreams,2000,2001,12
Future Galactic,1996,2002,13
Future Mix,1993,1993,15
Future Music (The Netherlands),1996,1998,17
Future Musik,1999,2000,14
Future Now (2),2003,2004,13
Future Records (3),2003,2005,12
Future Sound Of London Recordings,2002,2002,12
